答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
118,,2,2,江苏省,苏州市,张家港市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 17:27:36,2023-04-14 17:28:48,1分12秒,安徽省,,220.205.252.91,Unknown Browser,iPhone iOS 16.0
119,,1,2,天津市,天津城区,河西区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 18:12:14,2023-04-14 18:14:36,2分22秒,天津市,天津市,42.80.64.3,Chrome 107.0.5304.141,Android Linux 11
120,,2,2,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 18:30:42,2023-04-14 18:31:51,1分9秒,福建省,福州市,27.148.123.245,Chrome 98.0.4758.102,Android Linux 13
122,,2,4,广东省,深圳市,罗湖区,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 18:40:05,2023-04-14 18:42:14,2分9秒,广东省,东莞市,223.104.68.185,Unknown Browser,iPhone iOS 16.3.1
123,,1,2,河南省,南阳市,邓州市,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 19:40:21,2023-04-14 19:41:27,1分6秒,福建省,福州市,112.111.55.201,Chrome 107.0.5304.141,Android Linux 11
124,,1,2,河南省,济源市,济源市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,,3.0,3.0,2.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 19:42:13,2023-04-14 19:47:57,5分44秒,福建省,福州市,218.104.226.52,Chrome 107.0.5304.141,Android Linux 12
125,,2,2,安徽省,马鞍山市,和县,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 20:32:04,2023-04-14 20:33:35,1分31秒,福建省,福州市,112.111.55.207,Chrome 98.0.4758.102,Android Linux 11
126,,1,2,福建省,泉州市,德化县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,2.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 22:13:59,2023-04-14 22:16:28,2分29秒,福建省,泉州市,117.28.0.252,Chrome 98.0.4758.102,Android Linux 12
127,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 22:29:58,2023-04-14 22:31:52,1分54秒,福建省,福州市,112.49.220.146,Chrome 86.0.4240.99,Android Linux Tablet NetType/WIFI Language/zh_CN ABI/arm64
128,,1,2,福建省,南平市,光泽县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,微生物净水；从源头上减少污水排放,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,生物课堂,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,4.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 22:42:41,2023-04-14 22:50:42,8分1秒,辽宁省,沈阳市,210.30.193.101,Chrome 98.0.4758.102,Android Linux 13
129,,1,2,湖南省,长沙市,芙蓉区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,2.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,4.0,3.0,3.0,,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:16:43,2023-06-04 18:19:26,2分43秒,湖南省,长沙市,116.162.93.196,Chrome 98.0.4758.102,Android Linux 13
130,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,4.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:18:24,2023-06-04 18:21:12,2分48秒,福建省,福州市,59.61.126.195,Chrome 107.0.5304.141,Android Linux 13
131,,1,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,,2.0,4.0,1.0,,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:21:41,2023-06-04 18:24:43,3分2秒,福建省,福州市,220.249.162.121,Unknown Browser,iPhone iOS 16.0
132,,1,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:26:29,2023-06-04 18:27:30,1分1秒,福建省,福州市,27.149.30.133,Chrome 107.0.5304.141,Android Linux 11
133,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,,1.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:25:05,2023-06-04 18:29:05,4分0秒,福建省,福州市,27.149.88.202,Chrome 98.0.4758.102,Android Linux 13
134,,1,2,福建省,三明市,清流县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:30:47,2023-06-04 18:32:01,1分14秒,福建省,福州市,59.61.126.250,Chrome 98.0.4758.102,Android Linux 13
135,,2,2,河北省,邯郸市,邱县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:34:45,2023-06-04 18:36:06,1分21秒,福建省,福州市,112.111.55.43,Chrome 107.0.5304.141,Android Linux 13
137,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,1.0,,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:39:16,2023-06-04 18:42:30,3分14秒,福建省,福州市,218.104.226.50,Chrome 107.0.5304.141,Android Linux 12
138,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,,4.0,4.0,3.0,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:40:25,2023-06-04 18:44:18,3分53秒,福建省,福州市,218.104.226.59,Chrome 98.0.4758.102,Android Linux 12
139,,2,2,四川省,绵阳市,三台县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:44:35,2023-06-04 18:45:54,1分19秒,福建省,福州市,183.250.25.244,Chrome 98.0.4758.102,Android Linux 13
141,,3,2,河南省,南阳市,南召县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:50:32,2023-06-04 18:52:32,2分0秒,福建省,,223.104.51.53,Chrome 98.0.4758.102,Android Linux 12
142,,1,2,北京市,北京城区,昌平区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,5.0,无,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:49:35,2023-06-04 18:54:07,4分32秒,北京市,北京市,114.254.1.155,Chrome 107.0.5304.141,Android Linux 13
143,,1,2,福建省,福州市,长乐区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,引入净水生物,2.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,抗生素,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,,3.0,4.0,1.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 18:51:52,2023-06-04 19:01:39,9分47秒,福建省,,223.104.51.11,Chrome 107.0.5304.141,Android Linux 13
146,,2,2,福建省,泉州市,南安市,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:05:35,2023-06-04 19:06:43,1分8秒,福建省,福州市,112.49.87.104,Chrome 107.0.5304.141,Android Linux 13
147,,2,2,四川省,绵阳市,涪城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:09:01,2023-06-04 19:16:11,7分10秒,,,39.144.143.133,Chrome 107.0.5304.141,Android Linux 13
148,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,,3.0,5.0,5.0,课堂,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:16:14,2023-06-04 19:19:42,3分28秒,福建省,,223.104.51.27,Chrome 98.0.4758.102,Android Linux 13
149,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,,3.0,3.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:27:30,2023-06-04 19:31:17,3分47秒,福建省,福州市,112.111.55.179,Chrome 98.0.4758.102,Android Linux 11
150,,1,2,福建省,福州市,长乐区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:31:20,2023-06-04 19:33:16,1分56秒,北京市,北京市,223.104.41.3,Chrome 98.0.4758.102,Android Linux 11
151,,2,2,福建省,福州市,闽侯县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,4.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,3.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2023-06-04 19:35:57,2023-06-04 19:37:40,1分43秒,福建省,,223.104.51.45,Chrome 98.0.4758.102,Android Linux 13
